14940863_0.java,1,25,jstock-1.0.7c/jstock/src/org/yccheok/jstock/alert/GoogleMail.java,18,42,14940863_0.java,1,26,jstock-1.0.7c/jstock/src/org/yccheok/jstock/alert/GoogleMail.java,18,43,EX-B,SO answer says the code is copied from jstock GoogleMail.java (http://jstock.hg.sourceforge.net/hgweb/jstock/jstock/file/d9290c44d19c/src/org/yccheok/jstock/alert/GoogleMail.java),,
15110171_0.java,26,38,struts2-2.2.1-all/struts-2.2.1/src/xwork-core/src/main/java/com/opensymphony/xwork2/validator/validators/StringLengthFieldValidator.java,28,40,15110171_0.java,23,40,struts2-2.2.1-all/struts-2.2.1/src/xwork-core/src/main/java/com/opensymphony/xwork2/validator/validators/StringLengthFieldValidator.java,25,42,EX-B,similar code to validate string length,,
16860613_0.java,9,281,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jface/viewers/StyledString.java,9,281,16860613_0.java,55,74,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jface/viewers/StyledString.java,55,74,EX-B,couldn't find the SO post anymore.,,
18921519_0.java,72,84,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/test/org/apache/catalina/tribes/demos/MapDemo.java,339,351,18921519_0.java,72,85,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/test/org/apache/catalina/tribes/demos/MapDemo.java,339,352,EX-B,similar code without any strong evidence of anything,,
21099738_0.java,5,20,jboss-5/jboss-5.1.0.GA-src/console/src/main/org/jboss/console/plugins/helpers/servlet/ServletHelper.java,8,23,21099738_0.java,2,30,jboss-5/jboss-5.1.0.GA-src/console/src/main/org/jboss/console/plugins/helpers/servlet/ServletHelper.java,3,31,EX-B,very similar code to replace special characters,,
22585813_0.java,1,15,netbeans-6.9.1-201007282301/o.mozilla.rhino.patched/patched_files/org/mozilla/nb/javascript/ScriptRuntime.java,774,788,22585813_0.java,1,16,netbeans-6.9.1-201007282301/o.mozilla.rhino.patched/patched_files/org/mozilla/nb/javascript/ScriptRuntime.java,774,789,EX-B,SO answer says the code is from Mozilla Rhino,,
24330611_0.java,156,182,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/TreeCollapseDemo.java,103,129,24330611_0.java,137,240,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/TreeCollapseDemo.java,89,184,EX-B,SO question is about jung2 however the code in the answer doesn't anything about copying. ,,
24330611_0.java,200,247,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/TreeCollapseDemo.java,144,191,24330611_0.java,217,227,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/TreeCollapseDemo.java,161,171,EX-B,SO question is about jung2 however the code in the answer doesn't anything about copying. Code are similar for 48 lines,,
24330611_0.java,317,350,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/TreeCollapseDemo.java,244,277,24330611_0.java,320,333,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/TreeCollapseDemo.java,249,260,EX-B,SO question is about jung2 however the code in the answer doesn't anything about copying. Code are similar for 34 lines,,
24330611_0.java,321,347,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/VertexCollapseDemo.java,217,243,24330611_0.java,320,333,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/VertexCollapseDemo.java,218,229,EX-B,SO question is about jung2 however the code in the answer doesn't anything about copying. ,,
24680923_0.java,11,41,jstock-1.0.7c/jstock/src/org/yccheok/jstock/alert/GoogleMail.java,12,42,24680923_0.java,17,42,jstock-1.0.7c/jstock/src/org/yccheok/jstock/alert/GoogleMail.java,18,43,EX-B,both code are very similar for 31 lines,,
24963319_3.java,1,16,geotools-2/geotools-2.7-M3/modules/unsupported/swing/src/main/java/org/jdesktop/swingworker/SwingWorker.java,63,78,24963319_3.java,1,17,geotools-2/geotools-2.7-M3/modules/unsupported/swing/src/main/java/org/jdesktop/swingworker/SwingWorker.java,63,79,EX-B,SO answer says (implicitly) that it is a copy of SwingWorker's code.,,
25150803_0.java,35,48,netbeans-6.9.1-201007282301/java.navigation/src/org/netbeans/modules/java/stackanalyzer/AnalyserCellRenderer.java,29,42,25150803_0.java,35,50,netbeans-6.9.1-201007282301/java.navigation/src/org/netbeans/modules/java/stackanalyzer/AnalyserCellRenderer.java,29,44,EX-B,(by Jens) one method in answer exactly equal a method on netbeans but no evidence if the answer copied from netbeans of where this code is originally from,,
25150803_0.java,35,48,netbeans-6.9.1-201007282301/spellchecker/src/org/netbeans/modules/spellchecker/options/CheckBoxRenderrer.java,22,35,25150803_0.java,35,50,netbeans-6.9.1-201007282301/spellchecker/src/org/netbeans/modules/spellchecker/options/CheckBoxRenderrer.java,22,37,EX-B,(by Jens) one method in answer exactly equal a method on netbeans but no evidence if the answer copied from netbeans of where this code is originally from,,
25150803_0.java,37,48,jhotdraw-7.5.1/jhotdraw_7.5.1/Source/jhotdraw7/src/main/java/org/jhotdraw/gui/plaf/palette/PaletteListCellRenderer.java,21,32,25150803_0.java,35,50,jhotdraw-7.5.1/jhotdraw_7.5.1/Source/jhotdraw7/src/main/java/org/jhotdraw/gui/plaf/palette/PaletteListCellRenderer.java,19,34,EX-B,(by Jens) one method in answer exactly equal a method on netbeans but no evidence if the answer copied from netbeans of where this code is originally from,,
3629882_0.java,3,15,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,1485,1497,3629882_0.java,1,26,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,1484,1502,EX-B,similar code to handle XML,,
550172_0.java,39,53,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,457,471,550172_0.java,39,68,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,457,487,EX-B,SO answer mixes source code from several places,,
550172_0.java,57,80,jhotdraw-7.5.1/jhotdraw_7.5.1/Source/jhotdraw7/src/main/java/org/jhotdraw/util/Images.java,68,92,550172_0.java,69,81,jhotdraw-7.5.1/jhotdraw_7.5.1/Source/jhotdraw7/src/main/java/org/jhotdraw/util/Images.java,81,93,EX-B,SO answer says the code is copied from several places.,,
550172_0.java,69,80,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,444,455,550172_0.java,69,81,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,444,456,EX-B,the method hasAlpha() are identical.,,
6097643_0.java,2,19,eclipse_SDK/eclipse_SDK-4.3/src/src/org/apache/http/impl/client/AbstractHttpClient.java,110,127,6097643_0.java,1,20,eclipse_SDK/eclipse_SDK-4.3/src/src/org/apache/http/impl/client/AbstractHttpClient.java,110,128,EX-B,SO answer says that the code is copied from DefaultHttpClient.createHttpContext(),,
6535337_0.java,1,14,jhotdraw-7.5.1/jhotdraw_7.5.1/Source/jhotdraw7/src/main/java/org/jhotdraw/gui/VerticalGridLayout.java,130,143,6535337_0.java,1,40,jhotdraw-7.5.1/jhotdraw_7.5.1/Source/jhotdraw7/src/main/java/org/jhotdraw/gui/VerticalGridLayout.java,130,178,EX-B,very similar code in layoutContainer(),,
6691268_0.java,1,15,netbeans-6.9.1-201007282301/debugger.jpda/src/org/netbeans/modules/debugger/jpda/expr/InvocationExceptionTranslated.java,172,186,6691268_0.java,1,21,netbeans-6.9.1-201007282301/debugger.jpda/src/org/netbeans/modules/debugger/jpda/expr/InvocationExceptionTranslated.java,172,192,EX-B,similar code to print stack trace,,
6951800_0.java,2,13,netbeans-6.9.1-201007282301/javahelp/src/org/netbeans/modules/javahelp/BrowserDisplayer.java,249,260,6951800_0.java,1,16,netbeans-6.9.1-201007282301/javahelp/src/org/netbeans/modules/javahelp/BrowserDisplayer.java,248,263,EX-B,similar code to getFont,,
7324159_1.java,30,41,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jdt/internal/ui/util/TableLayoutComposite.java,74,85,7324159_1.java,28,92,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jdt/internal/ui/util/TableLayoutComposite.java,73,139,EX-B,similar code but that might be because the SO answer extends TableLayout,,
7324159_1.java,63,75,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jface/viewers/TableLayout.java,109,121,7324159_1.java,28,92,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jface/viewers/TableLayout.java,68,137,EX-B,similar code but that might be because the SO answer extends TableLayout,,
8416340_0.java,10,20,findbugs-1/findbugs-1.3.9/src/antTask/edu/umd/cs/findbugs/anttask/UnionBugs.java,68,78,8416340_0.java,4,23,findbugs-1/findbugs-1.3.9/src/antTask/edu/umd/cs/findbugs/anttask/UnionBugs.java,65,81,EX-B,exactly the same copyFile() method,,
92962_0.java,5,60,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/LensDemo.java,261,316,92962_0.java,22,61,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/LensDemo.java,278,317,EX-B,SO answer says the code is copied from http://www.java2s.com/Tutorial/Java/0240__Swing/VerticalLabelUI.htm while jung's code says nothing.,,
13219118_0.java,12,24,Compiere_330_Source/release_330/ad/src/org/compiere/translate/AmtInWords_FR.java,49,61,13219118_0.java,12,27,Compiere_330_Source/release_330/ad/src/org/compiere/translate/AmtInWords_FR.java,49,69,EX-C,SO answer says that the code is copied from http://www.rgagnon.com/javadetails/java-0426.html and the Q code also has a comment that it is from the same place.,,
15260207_0.java,130,154,freemind-src-0/freemind/accessories/plugins/dialogs/ArrayListTransferHandler.java,75,99,15260207_0.java,145,155,freemind-src-0/freemind/accessories/plugins/dialogs/ArrayListTransferHandler.java,90,100,EX-C,"SO answer says that the code is copied and modified from http://www.java2s.com/Code/Java/Swing-JFC/DragListDemo.htm. Freemind's code says that it is adapted from Sun tutorial example """"as-is"""".""""",,
15260207_0.java,172,212,freemind-src-0/freemind/accessories/plugins/dialogs/ArrayListTransferHandler.java,103,143,15260207_0.java,176,196,freemind-src-0/freemind/accessories/plugins/dialogs/ArrayListTransferHandler.java,107,127,EX-C,Code are very possible to be copied from http://www.java2s.com/Code/Java/Swing-JFC/DragListDemo.htm > http://java.sun.com/docs/books/tutorial/index.html,,
22064171_0.java,73,85,iReport-3/iReport-3.7.5-src/ireport-designer/src/com/jaspersoft/ireport/designer/sheet/editors/box/ShapeStroke.java,44,56,22064171_0.java,56,103,iReport-3/iReport-3.7.5-src/ireport-designer/src/com/jaspersoft/ireport/designer/sheet/editors/box/ShapeStroke.java,23,80,EX-C,SO answer says the code is modified from http://www.jhlabs.com/java/java2d/strokes/,,
3911987_0.java,38,50,Compiere_330_Source/release_330/ad/src/org/compiere/translate/AmtInWords_FR.java,49,61,3911987_0.java,38,53,Compiere_330_Source/release_330/ad/src/org/compiere/translate/AmtInWords_FR.java,49,69,EX-C,SO answer says that the code is copied from http://www.rgagnon.com/javadetails/java-0426.html and the Q code also has a comment that it is from the same place.,,
6926848_0.java,1,16,eclipse_SDK/eclipse_SDK-4.3/src/src/org/apache/http/client/utils/URLEncodedUtils.java,73,88,6926848_0.java,1,18,eclipse_SDK/eclipse_SDK-4.3/src/src/org/apache/http/client/utils/URLEncodedUtils.java,73,90,EX-C,"SO answer doesn't obviously say that it is copied from URLEncodeUtils. However if you look at the question""",,
11092289_1.java,27,40,iReport-3/iReport-3.7.5-src/jasperserver-plugin/src/com/jaspersoft/ireport/jasperserver/ws/IReportSSLSocketFactory.java,56,69,11092289_1.java,26,42,iReport-3/iReport-3.7.5-src/jasperserver-plugin/src/com/jaspersoft/ireport/jasperserver/ws/IReportSSLSocketFactory.java,49,71,EX-D,similar implementation of creating SSL socket connection.,,
12879764_0.java,25,40,iReport-3/iReport-3.7.5-src/ireport-designer/src/com/jaspersoft/ireport/designer/templates/TemplateRenderer.java,161,176,12879764_0.java,1,41,iReport-3/iReport-3.7.5-src/ireport-designer/src/com/jaspersoft/ireport/designer/templates/TemplateRenderer.java,124,177,EX-D,SO answer says that the code is adapted from the book Filthy Rich Client (http://filthyrichclients.org). The code in iReport does not say it is copied from anywhere.,,
13219118_0.java,12,24,Compiere_330_Source/release_330/ad/src/org/compiere/translate/AmtInWords_EN.java,49,61,13219118_0.java,12,27,Compiere_330_Source/release_330/ad/src/org/compiere/translate/AmtInWords_EN.java,49,64,EX-D,Constructors are very similar (except the names). Might be IDE-generated though.,,
