23197177_1.java,14,29,lucene-4.3.0/lucene-4.3.0/join/src/java/org/apache/lucene/search/join/TermsQuery.java,34,49,12427981_1.java,9,38,apache-log4j-1.2.16/apache-log4j-1.2.16/contribs/JimMoore/LoggingOutputStream.java,24,53,D,similar equals() methods
23197177_1.java,14,29,nakedobjects-4.0.0/nakedobjects-4.0.0/plugins/hibernate-persistor/src/main/java/org/nakedobjects/plugins/hibernate/objectstore/tools/internal/PersistentNakedClass.java,72,87,24772546_0.java,14,23,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jdt/internal/compiler/apt/dispatch/HookedJavaFileObject.java,72,81,D,similar equals() methods
23197177_1.java,14,29,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jdt/internal/ui/text/spelling/engine/AbstractSpellDictionary.java,55,70,13459971_0.java,16,26,apache-roller-4.0.1/apache-roller-src-4.0.1/apps/weblogger/src/java/org/apache/roller/weblogger/pojos/TaskLock.java,60,70,D,similar equals() methods
23197177_1.java,14,29,jboss-5/jboss-5.1.0.GA-src/testsuite/src/main/org/jboss/test/bootstrapdependencies/jbas5349/ejb3/SimpleEntity.java,24,39,6082389_0.java,16,26,apache-ant-1.8.4/src/main/org/apache/tools/ant/taskdefs/Apt.java,29,39,D,similar equals() methods
23197177_1.java,14,29,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/core/internal/resources/FilterDescription.java,61,76,24772546_0.java,14,23,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jdt/internal/compiler/apt/dispatch/ProcessorInfo.java,66,75,D,similar equals() methods
23197177_1.java,14,29,eclipse_SDK/eclipse_SDK-4.3/src/src/org/apache/lucene/search/TopTermsRewrite.java,44,59,4024890_0.java,16,26,cobertura-1/cobertura-1.9.4.1/src/net/sourceforge/cobertura/reporting/html/files/CopyFiles.java,46,56,D,similar equals() methods
23197177_1.java,14,29,lucene-4.3.0/lucene-4.3.0/core/src/java/org/apache/lucene/search/TopTermsRewrite.java,115,130,92962_0.java,11,60,jgraphpad-5/jgraphpad-5.10.0.2-src/src/org/jgraph/pad/graphcellsbase/JGraphSwimlaneView.java,82,131,D,similar equals() methods
23197177_1.java,14,29,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/core/internal/databinding/BindingStatus.java,41,56,23540649_1.java,18,28,apache-ant-1.8.4/src/main/org/apache/tools/ant/taskdefs/optional/j2ee/AbstractHotDeploymentTool.java,41,51,D,similar equals() methods
23197177_1.java,14,29,geotools-2/geotools-2.7-M3/modules/library/main/src/main/java/org/geotools/filter/capability/FunctionNameImpl.java,43,58,24772546_0.java,14,23,eclipse_SDK/eclipse_SDK-4.3/src/src/org/apache/lucene/search/TopTermsRewrite.java,43,52,D,similar equals() methods
14455624_1.java,13,31,cobertura-1/cobertura-1.9.4.1/src/net/sourceforge/cobertura/coveragedata/TouchCollector.java,52,70,24772546_0.java,14,23,geotools-2/geotools-2.7-M3/modules/library/main/src/main/java/org/geotools/styling/DescriptionImpl.java,52,61,D,similar equals() methods
14455624_1.java,13,31,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/querycache/CompositeKey.java,24,42,13459971_0.java,16,26,apache-roller-4.0.1/apache-roller-src-4.0.1/apps/weblogger/src/java/org/apache/roller/weblogger/pojos/StaticThemeTemplate.java,25,35,D,similar equals() methods
14455624_1.java,13,31,lucene-4.3.0/lucene-4.3.0/highlighter/src/test/org/apache/lucene/search/postingshighlight/TestPostingsHighlighterRanking.java,160,178,19856538_0.java,22,31,aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/org/eclipse/jdt/internal/core/search/indexing/BinaryIndexer.java,166,175,D,similar equals() methods
14455624_1.java,13,31,lucene-4.3.0/lucene-4.3.0/core/src/java/org/apache/lucene/store/FlushInfo.java,19,37,13459971_0.java,16,26,apache-roller-4.0.1/apache-roller-src-4.0.1/apps/planet/src/java/org/apache/roller/planet/pojos/StaticTemplate.java,26,36,D,similar equals() methods
14455624_1.java,13,31,hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/io/file/tfile/TFile.java,371,389,19856538_0.java,22,31,batik-src-1.7/batik-1.7/sources/org/apache/batik/parser/PathParser.java,374,383,D,similar equals() methods
8180925_0.java,25,40,netbeans-6.9.1-201007282301/java.hints/src/org/netbeans/modules/java/hints/errors/AddParameterOrLocalFix.java,290,305,92962_0.java,5,60,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/LensDemo.java,261,316,D,similar equals() methods
8180925_0.java,25,40,geotools-2/geotools-2.7-M3/modules/library/main/src/main/java/org/geotools/filter/capability/OperatorImpl.java,25,44,24709662_1.java,28,38,apache-roller-4.0.1/apache-roller-src-4.0.1/apps/weblogger/src/java/org/apache/roller/weblogger/pojos/PingTarget.java,29,39,D,similar equals() methods
8180925_0.java,25,40,geotools-2/geotools-2.7-M3/modules/extension/wms/src/main/java/org/geotools/data/ows/StyleImpl.java,73,92,24709662_1.java,28,38,apache-roller-4.0.1/apache-roller-src-4.0.1/apps/weblogger/src/java/org/apache/roller/weblogger/pojos/WeblogCategory.java,76,86,D,similar equals() methods
8180925_0.java,25,40,netbeans-6.9.1-201007282301/glassfish.javaee/src/org/netbeans/modules/glassfish/javaee/SunMessageDestination.java,33,48,24709662_1.java,28,38,apache-roller-4.0.1/apache-roller-src-4.0.1/apps/weblogger/src/java/org/apache/roller/weblogger/pojos/WeblogBookmark.java,38,48,D,similar equals() methods
13389700_2.java,49,61,spring-framework-3.0.5/spring-framework-3.0.5.RELEASE/projects/org.springframework.test/src/test/java/org/springframework/beans/Pet.java,13,25,10055548_0.java,52,61,tapestry-src-5.1.0.5/tapestry-core/src/main/java/org/apache/tapestry5/internal/util/MultiKey.java,15,24,D,similar equals() methods
13389700_2.java,49,61,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/annotations/entity/Country.java,12,24,17698380_0.java,49,59,cayenne-3/cayenne-3.0.1-src/framework/cayenne-jpa-unpublished/src/main/java/org/apache/cayenne/jpa/map/JpaQueryHint.java,12,22,D,similar equals() methods
13389700_2.java,49,61,spring-framework-3.0.5/spring-framework-3.0.5.RELEASE/projects/org.springframework.web.servlet/src/test/java/org/springframework/beans/Pet.java,13,25,17698380_0.java,48,59,jboss-5/jboss-5.1.0.GA-src/connector/src/main/org/jboss/resource/metadata/mcf/DataSourceConnectionPropertyMetaData.java,14,25,D,similar equals() methods
13389700_2.java,49,61,spring-framework-3.0.5/spring-framework-3.0.5.RELEASE/projects/org.springframework.integration-tests/src/test/java/test/beans/Pet.java,13,25,17698380_0.java,49,59,eXoPortal-v1/exo/services/portlet-container/impl/src/java/org/exoplatform/services/portletcontainer/impl/config/Properties.java,12,22,D,similar equals() methods
13389700_2.java,49,61,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/main/java/org/hibernate/metamodel/relational/Schema.java,52,64,2513183_0.java,41,67,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jdt/ui/actions/GenerateToStringAction.java,41,67,D,similar equals() methods
13389700_2.java,49,61,struts2-2.2.1-all/struts-2.2.1/src/xwork-core/src/main/java/com/opensymphony/xwork2/config/entities/InterceptorMapping.java,18,30,17698380_0.java,49,59,eXoPortal-v1/exo/services/portlet-container/api/src/java/org/exoplatform/services/portletcontainer/pci/model/InitParam.java,19,29,D,similar equals() methods
9684751_0.java,11,37,hadoop-1/hadoop-1.0.0/src/mapred/org/apache/hadoop/mapred/StatisticsCollector.java,116,141,10396359_0.java,21,33,apache-roller-4.0.1/apache-roller-src-4.0.1/tomcat/work/Catalina/localhost/roller/org/apache/jsp/WEB_002dINF/jsps/tiles/tiles_002derrorpage_jsp.java,126,138,D,similar equals() methods
9684751_0.java,11,37,freecol-0/freecol/src/net/sf/freecol/common/model/EquipmentType.java,63,89,11083864_1.java,18,28,apache-roller-4.0.1/apache-roller-src-4.0.1/apps/weblogger/src/java/org/apache/roller/weblogger/ui/rendering/util/WeblogCommentRequest.java,79,89,D,similar equals() methods
