9945067_0.java,10,20,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/annotations/query/Identity.java,6,16,D,similar getters & setters methods,EX-D,
11937204_2.java,10,22,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/annotations/embedded/many2one/Person.java,24,36,D,similar getters & setters methods,EX-D,
6236324_0.java,304,320,aoisrc281/ArtOfIllusion/src/artofillusion/image/MovieEncoder.java,250,266,D,accidentally similar getter,,
17698380_0.java,49,59,apache-ant-1.8.4/src/main/org/apache/tools/ant/taskdefs/XSLTProcess.java,490,500,D,similar getters & setters methods,,
17698380_0.java,49,59,apache-ant-1.8.4/src/main/org/apache/tools/ant/taskdefs/optional/XMLValidateTask.java,382,392,D,similar getters & setters methods,,
5883717_1.java,4,14,apache-ant-1.8.4/src/main/org/apache/tools/ant/taskdefs/XSLTProcess.java,490,500,D,similar getters & setters methods,,
5883717_1.java,4,14,apache-ant-1.8.4/src/main/org/apache/tools/ant/taskdefs/optional/XMLValidateTask.java,382,392,D,similar getters & setters methods,,
6082389_0.java,16,26,apache-ant-1.8.4/src/main/org/apache/tools/ant/taskdefs/XSLTProcess.java,490,500,D,similar getters & setters methods,,
6082389_0.java,16,26,apache-ant-1.8.4/src/main/org/apache/tools/ant/taskdefs/optional/XMLValidateTask.java,382,392,D,similar getters & setters methods,,
14930413_0.java,11,21,apache-ant-1.8.4/src/main/org/apache/tools/ant/taskdefs/XSLTProcess.java,490,500,D,similar getters & setters methods,,
14930413_0.java,11,21,apache-ant-1.8.4/src/main/org/apache/tools/ant/taskdefs/optional/XMLValidateTask.java,382,392,D,similar getters & setters methods,,
23540649_1.java,18,28,apache-jmeter-2.9/apache-jmeter-2.9/src/protocol/mail/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,213,223,D,similar getters & setters methods,,
24358038_0.java,40,50,apache-jmeter-2.9/apache-jmeter-2.9/src/protocol/mail/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,213,223,D,similar getters & setters methods,,
22501464_0.java,5,15,apache-jmeter-2.9/apache-jmeter-2.9/src/protocol/mail/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,213,223,D,similar getters & setters methods,,
3212907_0.java,28,38,apache-jmeter-2.9/apache-jmeter-2.9/src/protocol/mail/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,213,223,D,similar getters & setters methods,,
20522073_1.java,16,26,apache-jmeter-2.9/apache-jmeter-2.9/src/protocol/mail/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,213,223,D,similar getters & setters methods,,
24848281_0.java,10,20,apache-jmeter-2.9/apache-jmeter-2.9/src/protocol/mail/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,213,223,D,similar getters & setters methods,,
