1.00,stackoverflow_formatted/24772546_0.java,15,33,findbugs-3.0.1/src/java/edu/umd/cs/findbugs/ProgramPoint.java,18,40, stackoverflow_formatted/24772546_0.java,16,23,findbugs-3.0.1/src/java/edu/umd/cs/findbugs/ProgramPoint.java,19,26,D,similar equals() methods
1.00,stackoverflow_formatted/24772546_0.java,15,33,findbugs-3.0.1/src/java/edu/umd/cs/findbugs/ProgramPoint.java,18,40, stackoverflow_formatted/24772546_0.java,15,23,findbugs-3.0.1/src/java/edu/umd/cs/findbugs/ProgramPoint.java,18,26,D,similar equals() methods
0.90,stackoverflow_formatted/24772546_0.java,15,33,findbugs-3.0.1/src/java/edu/umd/cs/findbugs/ProgramPoint.java,18,40, stackoverflow_formatted/24772546_0.java,14,23,findbugs-3.0.1/src/java/edu/umd/cs/findbugs/ProgramPoint.java,17,26,D,similar equals() methods
1.00,stackoverflow_formatted/24772546_0.java,15,33,findbugs-3.0.1/src/java/edu/umd/cs/findbugs/detect/BuildStringPassthruGraph.java,47,69, stackoverflow_formatted/24772546_0.java,16,23,findbugs-3.0.1/src/java/edu/umd/cs/findbugs/detect/BuildStringPassthruGraph.java,48,55,D,similar equals() methods
1.00,stackoverflow_formatted/24772546_0.java,15,33,findbugs-3.0.1/src/java/edu/umd/cs/findbugs/detect/BuildStringPassthruGraph.java,47,69, stackoverflow_formatted/24772546_0.java,15,23,findbugs-3.0.1/src/java/edu/umd/cs/findbugs/detect/BuildStringPassthruGraph.java,47,55,D,similar equals() methods
0.90,stackoverflow_formatted/24772546_0.java,15,33,findbugs-3.0.1/src/java/edu/umd/cs/findbugs/detect/BuildStringPassthruGraph.java,47,69, stackoverflow_formatted/24772546_0.java,14,23,findbugs-3.0.1/src/java/edu/umd/cs/findbugs/detect/BuildStringPassthruGraph.java,46,55,D,similar equals() methods
1.00,stackoverflow_formatted/24772546_0.java,15,33,findbugs-3.0.1/src/java/edu/umd/cs/findbugs/detect/FindNoSideEffectMethods.java,157,175, stackoverflow_formatted/24772546_0.java,16,23,findbugs-3.0.1/src/java/edu/umd/cs/findbugs/detect/FindNoSideEffectMethods.java,158,165,D,similar equals() methods
1.00,stackoverflow_formatted/24772546_0.java,15,33,findbugs-3.0.1/src/java/edu/umd/cs/findbugs/detect/FindNoSideEffectMethods.java,157,175, stackoverflow_formatted/24772546_0.java,15,23,findbugs-3.0.1/src/java/edu/umd/cs/findbugs/detect/FindNoSideEffectMethods.java,157,165,D,similar equals() methods
0.90,stackoverflow_formatted/24772546_0.java,15,33,findbugs-3.0.1/src/java/edu/umd/cs/findbugs/detect/FindNoSideEffectMethods.java,157,175, stackoverflow_formatted/24772546_0.java,14,23,findbugs-3.0.1/src/java/edu/umd/cs/findbugs/detect/FindNoSideEffectMethods.java,156,165,D,similar equals() methods
1.00,stackoverflow_formatted/21581988_0.java,125,140,itext7-7.0.0/kernel/src/main/java/com/itextpdf/kernel/geom/Vector.java,68,83, stackoverflow_formatted/21581988_0.java,126,133,itext7-7.0.0/kernel/src/main/java/com/itextpdf/kernel/geom/Vector.java,69,76,D,similar equals() methods
1.00,stackoverflow_formatted/21581988_0.java,125,140,itext7-7.0.0/kernel/src/main/java/com/itextpdf/kernel/geom/Vector.java,68,83, stackoverflow_formatted/21581988_0.java,125,133,itext7-7.0.0/kernel/src/main/java/com/itextpdf/kernel/geom/Vector.java,68,76,D,similar equals() methods
0.90,stackoverflow_formatted/21581988_0.java,125,140,itext7-7.0.0/kernel/src/main/java/com/itextpdf/kernel/geom/Vector.java,68,83, stackoverflow_formatted/21581988_0.java,124,133,itext7-7.0.0/kernel/src/main/java/com/itextpdf/kernel/geom/Vector.java,67,76,D,similar equals() methods
0.75,stackoverflow_formatted/21581988_0.java,125,140,itext7-7.0.0/kernel/src/main/java/com/itextpdf/kernel/geom/Vector.java,68,83, stackoverflow_formatted/21581988_0.java,122,133,itext7-7.0.0/kernel/src/main/java/com/itextpdf/kernel/geom/Vector.java,65,76,D,similar equals() methods
1.00,stackoverflow_formatted/24330611_0.java,78,100,cobertura-2.1.2/cobertura/src/main/java/net/sourceforge/cobertura/instrument/pass1/CodeFootstamp.java,90,109, stackoverflow_formatted/24330611_0.java,79,86,cobertura-2.1.2/cobertura/src/main/java/net/sourceforge/cobertura/instrument/pass1/CodeFootstamp.java,91,98,D,similar equals() methods
1.00,stackoverflow_formatted/24330611_0.java,78,100,cobertura-2.1.2/cobertura/src/main/java/net/sourceforge/cobertura/instrument/pass1/CodeFootstamp.java,90,109, stackoverflow_formatted/24330611_0.java,78,86,cobertura-2.1.2/cobertura/src/main/java/net/sourceforge/cobertura/instrument/pass1/CodeFootstamp.java,90,98,D,similar equals() methods
0.90,stackoverflow_formatted/24330611_0.java,78,100,cobertura-2.1.2/cobertura/src/main/java/net/sourceforge/cobertura/instrument/pass1/CodeFootstamp.java,90,109, stackoverflow_formatted/24330611_0.java,77,86,cobertura-2.1.2/cobertura/src/main/java/net/sourceforge/cobertura/instrument/pass1/CodeFootstamp.java,89,98,D,similar equals() methods
0.75,stackoverflow_formatted/24330611_0.java,78,100,cobertura-2.1.2/cobertura/src/main/java/net/sourceforge/cobertura/instrument/pass1/CodeFootstamp.java,90,109, stackoverflow_formatted/24330611_0.java,75,86,cobertura-2.1.2/cobertura/src/main/java/net/sourceforge/cobertura/instrument/pass1/CodeFootstamp.java,87,98,D,similar equals() methods
1.00,stackoverflow_formatted/24330611_0.java,78,100,findbugs-3.0.1/src/java/edu/umd/cs/findbugs/ProgramPoint.java,18,40, stackoverflow_formatted/24330611_0.java,79,86,findbugs-3.0.1/src/java/edu/umd/cs/findbugs/ProgramPoint.java,19,26,D,similar equals() methods
