1,stackoverflow_formatted/9684751_0.java,11,37,jena-3.1.0/jena-arq/src/main/java/org/apache/jena/sparql/modify/request/UpdateModify.java,60,90, stackoverflow_formatted/9684751_0.java,12,19,jena-3.1.0/jena-arq/src/main/java/org/apache/jena/sparql/modify/request/UpdateModify.java,61,68,,31,D,similar equals() methods
1,stackoverflow_formatted/10055548_0.java,53,79,jena-3.1.0/jena-arq/src/main/java/org/apache/jena/sparql/modify/request/UpdateModify.java,60,90, stackoverflow_formatted/10055548_0.java,54,61,jena-3.1.0/jena-arq/src/main/java/org/apache/jena/sparql/modify/request/UpdateModify.java,61,68,,31,D,similar equals() methods
1,stackoverflow_formatted/13066157_0.java,15,41,jena-3.1.0/jena-arq/src/main/java/org/apache/jena/sparql/modify/request/UpdateModify.java,60,90, stackoverflow_formatted/13066157_0.java,16,23,jena-3.1.0/jena-arq/src/main/java/org/apache/jena/sparql/modify/request/UpdateModify.java,61,68,,31,D,similar equals() methods
1,stackoverflow_formatted/9591522_0.java,19,45,jena-3.1.0/jena-arq/src/main/java/org/apache/jena/sparql/modify/request/UpdateModify.java,60,90, stackoverflow_formatted/9591522_0.java,20,27,jena-3.1.0/jena-arq/src/main/java/org/apache/jena/sparql/modify/request/UpdateModify.java,61,68,,31,D,similar equals() methods
1,stackoverflow_formatted/15850476_0.java,14,40,jena-3.1.0/jena-arq/src/main/java/org/apache/jena/sparql/modify/request/UpdateModify.java,60,90, stackoverflow_formatted/15850476_0.java,15,22,jena-3.1.0/jena-arq/src/main/java/org/apache/jena/sparql/modify/request/UpdateModify.java,61,68,,31,D,similar equals() methods
1,stackoverflow_formatted/10194435_0.java,34,60,jena-3.1.0/jena-arq/src/main/java/org/apache/jena/sparql/modify/request/UpdateModify.java,60,90, stackoverflow_formatted/10194435_0.java,35,42,jena-3.1.0/jena-arq/src/main/java/org/apache/jena/sparql/modify/request/UpdateModify.java,61,68,,31,D,similar equals() methods
1,stackoverflow_formatted/17941176_0.java,73,99,jena-3.1.0/jena-arq/src/main/java/org/apache/jena/sparql/modify/request/UpdateModify.java,60,90, stackoverflow_formatted/17941176_0.java,74,81,jena-3.1.0/jena-arq/src/main/java/org/apache/jena/sparql/modify/request/UpdateModify.java,61,68,,31,D,similar equals() methods
1,stackoverflow_formatted/1516601_0.java,20,46,jena-3.1.0/jena-arq/src/main/java/org/apache/jena/sparql/modify/request/UpdateModify.java,60,90, stackoverflow_formatted/1516601_0.java,21,28,jena-3.1.0/jena-arq/src/main/java/org/apache/jena/sparql/modify/request/UpdateModify.java,61,68,,31,D,similar equals() methods
1,stackoverflow_formatted/9684751_0.java,11,37,geotools-16/modules/unsupported/css/src/main/java/org/geotools/styling/css/Property.java,25,51, stackoverflow_formatted/9684751_0.java,12,19,geotools-16/modules/unsupported/css/src/main/java/org/geotools/styling/css/Property.java,26,33,,27,D,similar equals() methods
1,stackoverflow_formatted/9684751_0.java,11,37,geotools-16/modules/unsupported/css/src/main/java/org/geotools/styling/css/Property.java,25,51, stackoverflow_formatted/9684751_0.java,11,19,geotools-16/modules/unsupported/css/src/main/java/org/geotools/styling/css/Property.java,25,33,,27,D,similar equals() methods
